host_response_rate,host_acceptance_rate,latitude,longitude,bedrooms,beds,minimum_nights,accommodates,price,review_scores_rating,number_of_reviews
100,92,49.2815,-123.08059,1,1,1,4,109,96,107
100,77,49.28317,-123.08406,1,1,1,4,119,96,133
NA,NA,49.28634,-123.1295,1,3,2,4,90,100,19
100,84,49.28013,-123.11874,1,1,30,2,115,100,1
100,100,49.27462,-123.11727,1,1,30,3,114,100,1
NA,NA,49.23884,-123.02675,2,2,90,4,96,100,1
100,88,49.24059,-123.0787,2,3,1,6,100,95,132
100,100,49.24235,-123.10075,1,1,1,2,91,97,100
100,67,49.25899,-123.18176,1,1,30,2,90,90,4
NA,100,49.26663,-123.09157,1,1,2,2,115,91,43
NA,NA,49.21478,-123.10743,1,1,2,2,98,99,31
NA,NA,49.25296,-123.0975,2,2,3,5,89,99,40
90,93,49.24086,-123.0825,1,1,7,2,85,100,37
100,100,49.25728,-123.13057,1,1,3,2,89,99,31
100,88,49.2463,-123.10882,2,2,30,4,105,90,4
50,100,49.28234,-123.11691,1,2,30,4,85,87,6
97,85,49.27956,-123.1198,1,1,30,4,95,93,6
100,58,49.28324,-123.11646,1,1,30,2,100,100,2
100,100,49.24936,-123.10836,1,1,3,4,107,96,81
NA,NA,49.22216,-123.14425,1,3,4,5,85,91,11
NA,NA,49.22404,-123.14385,1,1,3,2,100,90,4
100,100,49.26192,-123.0744,1,2,2,4,94,98,108
50,75,49.28117,-123.09964,1,2,90,3,85,100,2
NA,100,49.27894,-123.0541,1,3,2,4,99,97,49
NA,NA,49.29198,-123.13554,1,1,30,2,98,97,6
100,91,49.23856,-123.16484,1,2,3,3,85,98,145
100,93,49.28221,-123.08364,1,1,2,2,110,94,57
100,79,49.28249,-123.10305,1,1,21,2,99,99,57
NA,100,49.26463,-123.12388,2,2,2,4,106,98,12
100,97,49.26089,-123.10111,1,2,5,4,101,95,40
NA,83,49.21456,-123.10065,1,1,3,3,99,100,31
NA,0,49.21282,-123.08991,2,3,2,5,89,94,59
100,100,49.28122,-123.12817,1,1,3,1,85,99,27
100,100,49.28073,-123.12383,1,1,30,2,85,98,12
100,94,49.24564,-123.10418,1,2,1,3,100,98,128
0,0,49.2801,-123.12652,1,1,30,2,100,100,3
100,100,49.21615,-123.14643,2,2,2,4,95,98,51
100,0,49.27507,-123.11667,1,1,30,3,100,100,5
NA,NA,49.27139,-123.10188,1,0,31,3,115,99,61
NA,50,49.25584,-123.09185,2,2,2,4,99,96,11
97,85,49.28307,-123.12555,1,1,30,4,105,20,1
NA,100,49.27524,-123.1295,1,1,30,2,117,100,8
NA,NA,49.23858,-123.02487,2,2,4,4,92,99,40
100,88,49.27181,-123.10482,1,1,30,3,110,100,12
97,85,49.26651,-123.11846,1,1,30,2,89,100,2
100,100,49.24876,-123.16433,1,2,1,2,90,100,1
100,100,49.23892,-123.17921,1,1,1,2,93,97,41
100,91,49.27479,-123.12684,1,2,1,2,118,95,62
NA,NA,49.26017,-123.09725,1,2,1,4,99,95,22
100,100,49.28675,-123.04655,2,2,2,4,89,97,60
100,90,49.28101,-123.05851,2,2,2,4,89,97,41
100,98,49.2901,-123.13296,1,1,30,2,102,100,2
100,98,49.29161,-123.13427,1,1,30,2,100,100,3
100,NA,49.25958,-123.07834,2,2,30,4,109,100,2
100,91,49.27686,-123.13359,2,2,30,4,100,98,52
100,0,49.27919,-123.13031,1,1,2,1,96,96,37
100,67,49.25161,-123.11842,1,1,2,2,100,99,58
100,96,49.27867,-123.12485,1,2,30,3,108,100,8
NA,100,49.2797,-123.10525,2,2,2,4,92,92,53
88,90,49.22297,-123.07906,1,2,30,3,98,100,4
100,100,49.21505,-123.15128,1,1,2,2,90,96,15
100,100,49.24745,-123.12041,2,2,2,4,111,93,48
0,NA,49.28379,-123.11223,1,1,1,2,99,71,10
NA,100,49.27402,-123.05813,2,4,2,4,99,98,76
100,100,49.21805,-123.06224,2,2,2,4,89,96,55
100,100,49.25644,-123.16395,1,1,3,2,95,99,63
100,67,49.24729,-123.17521,1,1,30,2,85,100,6
100,86,49.25236,-123.08975,3,3,2,6,100,93,35
75,88,49.28124,-123.12516,3,1,32,1,89,100,1
100,100,49.23189,-123.14962,2,2,1,4,85,92,79
100,100,49.22917,-123.02698,3,3,15,6,109,93,33
100,NA,49.25335,-123.15414,1,1,2,2,95,89,9
100,98,49.29056,-123.13529,1,1,30,2,95,100,4
NA,NA,49.24869,-123.1142,1,1,30,3,99,99,22
0,NA,49.28318,-123.11073,1,1,1,2,99,82,13
100,67,49.25861,-123.08109,1,1,2,2,105,97,6
100,81,49.28285,-123.03092,2,2,1,4,98,97,63
100,100,49.25355,-123.18299,1,1,1,2,89,99,26
100,100,49.28227,-123.12364,3,3,1,5,107,90,78
NA,100,49.25989,-123.09254,1,1,3,2,115,100,18
NA,0,49.2276,-123.08981,1,1,32,2,88,100,43
50,NA,49.23762,-123.19521,2,2,1,2,92,77,7
92,99,49.28618,-123.12312,1,3,2,5,113,96,137
100,100,49.24398,-123.08796,2,2,3,4,110,97,33
100,100,49.24388,-123.09462,2,4,2,4,92,99,79
NA,0,49.28037,-123.10693,1,1,2,2,100,98,18
100,90,49.28134,-123.08342,1,3,2,4,110,98,60
100,100,49.23785,-123.03098,1,1,30,3,95,95,52
100,100,49.26461,-123.1564,1,1,1,2,105,99,132
NA,NA,49.27636,-123.03481,1,1,7,2,85,100,2
NA,93,49.28743,-123.05975,2,2,7,6,99,100,5
NA,NA,49.28687,-123.13024,1,2,30,4,90,100,1
100,100,49.25364,-123.18233,1,3,1,4,99,95,26
NA,NA,49.24899,-123.1772,2,2,1,4,100,100,5
100,100,49.22001,-123.14372,1,1,1,4,110,96,59
100,100,49.25295,-123.09351,1,2,2,3,95,96,19
100,100,49.27667,-123.1168,1,2,30,2,116,98,11
100,97,49.28492,-123.02658,1,1,2,2,90,98,17
NA,NA,49.2331,-123.14082,1,1,4,2,90,96,9
NA,NA,49.23665,-123.17934,1,1,1,2,90,100,3
NA,100,49.25437,-123.04379,1,1,1,2,88,96,46
100,99,49.27962,-123.12405,1,2,2,4,110,97,92
100,68,49.23631,-123.09558,1,1,3,2,85,97,15
100,100,49.24159,-123.03894,1,1,2,2,90,93,31
100,65,49.2578,-123.09924,1,1,30,2,102,98,34
100,90,49.27174,-123.16352,1,1,3,2,108,98,49
90,100,49.24903,-123.12034,2,2,30,4,102,95,33
100,93,49.28932,-123.13716,2,2,2,4,117,93,49
100,100,49.25628,-123.19236,1,1,2,3,108,89,17
100,89,49.23404,-123.11416,1,1,7,1,85,100,8
NA,100,49.21581,-123.12691,1,2,2,4,87,92,26
100,57,49.26822,-123.13579,2,2,30,2,110,100,9
100,97,49.22696,-123.04011,1,1,30,2,90,95,55
100,57,49.24739,-123.19121,4,11,14,10,NA,100,3
100,50,49.23791,-123.0788,1,1,1,2,103,83,6
NA,63,49.25087,-123.05517999999999,2,2,1,4,100,99,18
NA,100,49.27812,-123.12829,1,1,3,2,117,98,38
NA,100,49.28131,-123.0622,1,1,2,4,96,97,7
NA,NA,49.24829,-123.05124,1,1,1,2,89,96,15
100,95,49.23117,-123.03613,2,3,5,4,114,98,58
100,96,49.26756,-123.17384,1,1,28,3,110,95,4
100,90,49.28175,-123.02984,2,2,90,4,119,100,1
93,87,49.27622,-123.12748,1,1,30,4,90,100,1
NA,NA,49.25982,-123.10917,1,2,1,4,98,95,57
100,98,49.27985,-123.10828,1,1,7,2,100,96,64
97,85,49.2789,-123.1181,1,1,30,4,100,97,6
93,87,49.27774,-123.1302,1,1,30,4,95,80,1
100,100,49.27608,-123.12773,1,2,30,3,110,100,4
NA,100,49.24835,-123.16907,1,1,1,2,88,96,28
100,99,49.27962,-123.12405,1,2,2,4,110,97,67
100,100,49.28102,-123.10921,2,3,30,6,105,94,66
100,NA,49.25413,-123.1711,1,1,1,3,90,86,7
100,65,49.2857,-123.13433,1,1,90,2,99,100,3
100,100,49.25727,-123.03869,2,3,3,6,99,97,33
NA,NA,49.25123,-123.09421,2,2,1,3,90,95,35
90,69,49.28074,-123.13674,1,1,30,2,101,100,6
NA,33,49.26914,-123.07579,1,2,2,2,90,100,4
NA,NA,49.26505,-123.08261,1,2,2,4,110,97,6
NA,NA,49.23142,-123.19712,1,1,1,2,100,100,4
97,85,49.27592,-123.11253,1,0,30,4,89,100,3
100,100,49.28252,-123.13662,1,1,1,3,93,90,84
100,100,49.27716,-123.12746,1,2,30,4,119,97,46
90,97,49.27388,-123.04794,2,3,4,5,112,99,44
NA,NA,49.22252,-123.05907,2,3,2,3,119,90,2
100,91,49.25455,-123.09371,1,2,2,3,105,95,8
NA,NA,49.26068,-123.05291,1,1,3,2,94,100,4
80,100,49.279,-123.12293,1,1,3,4,107,95,31
NA,NA,49.27517,-123.11776,1,1,3,1,104,80,6
NA,100,49.24696,-123.10397,1,2,3,3,98,100,38
98,92,49.22594,-123.05937,2,2,2,4,95,93,17
100,98,49.25278,-123.08373,1,1,1,2,87,95,37
NA,100,49.2428,-123.07416,1,2,7,2,89,96,28
100,98,49.27857,-123.10558,2,3,2,5,116,98,95
100,100,49.25319,-123.08629,1,2,6,4,100,100,23
NA,NA,49.29053,-123.13676,1,1,2,1,94,97,6
100,99,49.28322,-123.13008,1,1,1,2,92,96,111
NA,NA,49.27452,-123.12347,1,1,2,3,88,70,2
NA,NA,49.28141,-123.04643,1,1,2,2,98,100,3
NA,NA,49.24219,-123.06275,1,2,7,2,100,100,4
100,100,49.23529,-123.03426,1,2,2,4,90,100,24
100,96,49.26995,-123.05753,1,3,2,5,99,99,34
NA,100,49.27865,-123.02857,1,1,1,2,88,98,8
NA,NA,49.28141,-123.04643,2,2,3,4,99,97,6
100,80,49.26173,-123.18972,1,1,2,2,99,80,1
NA,NA,49.27208,-123.10352,1,1,30,3,119,93,3
NA,100,49.28712,-123.12951,1,1,3,1,90,100,4
100,100,49.27661,-123.12776,1,2,1,3,114,89,52
100,100,49.25226,-123.07141,1,2,2,4,89,97,26
100,83,49.27695,-123.13144,1,1,1,2,112,92,21
NA,NA,49.28177,-123.11722,1,1,2,2,90,100,1
NA,0,49.27585,-123.11436,1,2,29,2,85,99,16
100,93,49.28593,-123.13673,1,1,2,2,107,95,38
95,100,49.29296,-123.0508,2,2,1,4,99,98,52
90,91,49.2787,-123.09908,2,0,4,4,95,94,25
89,100,49.24186,-123.13766,1,1,3,2,113,100,24
100,89,49.28143,-123.10284,1,1,30,2,99,98,37
100,100,49.23407,-123.08319,1,2,1,3,92,98,36
100,100,49.26744,-123.09784,1,2,2,4,100,98,37
NA,NA,49.27816,-123.12889,2,3,1,4,99,88,8
100,100,49.25891,-123.21385,1,1,1,2,119,100,22
100,97,49.2347,-123.19752,2,4,1,6,112,99,78
100,100,49.27915,-123.12522,1,1,2,3,109,97,37
NA,NA,49.27592,-123.11488,2,2,30,3,105,94,20
0,0,49.28359,-123.12708,1,1,1,2,100,100,3
91,94,49.27823,-123.11642,1,1,180,2,93,100,1
100,100,49.26973,-123.10922,1,1,2,2,97,99,80
90,77,49.25208,-123.08384,1,2,1,2,100,99,14
100,59,49.25505,-123.08505,1,1,4,2,109,100,2
NA,NA,49.27831,-123.06739,1,1,2,3,93,90,2
100,90,49.28014,-123.10564,1,2,3,4,119,99,25
100,96,49.27429,-123.1147,2,2,30,4,102,91,13
100,98,49.2571,-123.08918,1,1,1,2,109,98,48
100,75,49.27387,-123.11942,1,1,30,2,99,96,5
100,100,49.27526,-123.11615,1,2,10,3,100,100,4
100,81,49.27797,-123.10778,1,1,1,4,103,96,14
100,89,49.26419,-123.1625,1,2,1,4,118,98,16
98,99,49.28973,-123.12059000000001,1,2,2,4,102,97,21
30,60,49.26251,-123.07183,3,3,30,6,89,60,1
100,95,49.23642,-123.14939,1,2,4,3,99,99,18
100,96,49.28037,-123.12376,1,3,3,3,119,96,35
NA,NA,49.27832,-123.12216,1,1,3,2,115,93,14
NA,NA,49.27619,-123.12205,1,1,1,2,115,95,4
NA,100,49.26656,-123.04253,2,2,1,4,100,99,18
NA,NA,49.27489,-123.15252,1,1,30,2,100,100,1
50,67,49.28324,-123.11646,1,1,30,2,100,60,1
0,100,49.24762,-123.03017,3,3,2,6,109,94,13
100,87,49.24804,-123.08943,2,2,6,4,87,98,11
NA,NA,49.25523,-123.17619,1,1,3,4,100,60,2
100,92,49.24338,-123.10025,1,1,6,2,89,98,8
100,100,49.25355,-123.12622,2,2,3,3,104,75,4
100,98,49.27992,-123.12492,1,1,1,2,104,87,62
97,85,49.27495,-123.11551,1,1,30,4,115,95,4
100,0,49.28051,-123.05269,1,3,1,5,108,100,9
100,99,49.27893,-123.13146,1,1,1,4,110,83,44
NA,NA,49.24854,-123.0455,2,3,4,5,115,98,24
NA,NA,49.26025,-123.20196,1,1,14,1,85,100,1
93,87,49.27751,-123.1281,1,1,30,4,90,87,3
100,100,49.27408,-123.13198,1,1,30,2,86,100,8
100,100,49.27541,-123.13,1,1,30,2,89,98,10
100,100,49.23783,-123.09753,2,2,5,4,113,98,24
100,100,49.22331,-123.10524,1,1,3,2,104,85,4
100,100,49.2137,-123.07837,1,1,2,3,89,100,2
100,100,49.27609,-123.13003,1,1,30,2,85,91,7
100,100,49.27696,-123.05023,1,1,1,2,88,100,15
100,100,49.2922,-123.13374,1,2,2,3,96,89,13
0,0,49.28139,-123.12804,1,1,1,2,100,100,2
100,84,49.28014,-123.11868,1,1,30,2,96,100,1
NA,100,49.28203,-123.08493,1,2,2,4,118,100,3
0,0,49.28442,-123.12949,1,1,1,2,100,100,1
NA,88,49.20641,-123.02946,1,2,2,4,95,93,6
100,93,49.27827,-123.12172,1,2,2,3,109,97,48
NA,100,49.22885,-123.10695,1,1,2,4,100,95,4
100,100,49.24492,-123.16816,2,3,30,4,90,100,2
100,84,49.22282,-123.08846,1,1,30,3,89,90,2
100,84,49.22288,-123.09003,2,3,30,2,109,93,3
100,97,49.24866,-123.08076,2,2,2,2,110,99,25
100,67,49.25081,-123.10436,2,2,2,6,89,80,2
100,96,49.2737,-123.12857,1,1,30,2,95,95,4
25,33,49.21117,-123.1157,2,2,30,5,100,100,1
97,85,49.27543,-123.11574,1,1,30,4,115,100,3
100,100,49.26751,-123.18195,1,1,5,2,115,100,8
100,100,49.2515,-123.1937,2,3,1,6,109,98,73
NA,NA,49.21218,-123.11546,1,1,30,2,85,100,2
100,100,49.28108,-123.08976,2,2,30,4,100,100,7
100,100,49.23064,-123.0368,2,3,2,6,98,100,2
100,95,49.20296,-123.1334,1,1,30,2,105,100,1
100,80,49.24734,-123.07494,1,2,1,4,87,93,8
100,97,49.28024,-123.1094,1,1,30,2,112,80,1
100,89,49.27751,-123.09855,1,2,7,4,116,100,9
100,91,49.23972,-123.15498,1,1,3,2,109,100,7
100,67,49.28147,-123.10822,1,1,92,2,100,100,1
100,100,49.28852,-123.12402,1,1,2,3,106,95,48
NA,100,49.27894,-123.12218,1,2,1,4,99,100,1
100,95,49.24775,-123.18042,1,2,2,3,115,94,13
100,100,49.2785,-123.12065,1,1,4,3,100,92,19
100,96,49.25024,-123.05147,2,2,3,4,90,89,9
98,98,49.23701,-123.10017,2,2,1,6,113,100,1
100,91,49.26464,-123.099,1,2,20,3,94,100,17
100,95,49.28101,-123.10346,1,2,1,4,119,100,12
98,99,49.28857,-123.12232,1,2,3,3,87,100,12
80,91,49.24968,-123.09156,2,3,1,4,110,92,22
100,50,49.27678,-123.12976,1,1,31,2,115,100,2
97,85,49.27076,-123.10098,1,1,30,2,100,100,4
NA,NA,49.2821,-123.12454,1,2,3,3,115,100,10
100,100,49.2608,-123.11224,1,1,1,2,113,80,1
100,100,49.26571,-123.17853,2,3,2,6,98,93,14
100,95,49.24573,-123.08301,1,2,5,4,96,99,14
100,100,49.27557,-123.12677,1,1,30,1,95,93,3
91,80,49.27565,-123.11466,1,0,60,3,90,100,1
100,100,49.26962,-123.10804,1,2,30,2,110,100,3
96,99,49.23429,-123.13786,3,4,1,6,100,82,9
100,100,49.24091,-123.10307,2,3,2,5,99,100,10
80,74,49.28136,-123.13751,1,1,1,2,85,100,1
100,100,49.26206,-123.11579,2,3,30,5,96,80,2
100,100,49.24528,-123.18491,2,2,1,4,119,93,6
20,100,49.27388,-123.11484,1,1,60,2,90,100,1
100,94,49.27992,-123.10659,1,2,2,2,100,100,6
90,100,49.24633,-123.1292,2,2,30,4,106,100,1
100,100,49.28079,-123.12307,1,1,1,2,90,93,21
80,50,49.25457,-123.09779,1,1,3,4,85,100,3
100,97,49.27406,-123.12626,2,3,30,5,100,100,1
100,100,49.24525,-123.19132,1,1,1,2,113,97,12
33,100,49.27835,-123.11075,1,1,10,4,105,60,2
100,100,49.26142,-123.1404,1,1,2,4,100,96,17
NA,100,49.20653,-123.02948,1,1,5,2,105,100,2
NA,100,49.2533,-123.19134,1,2,3,2,98,80,1
100,100,49.27928,-123.10654,1,2,1,4,96,100,14
83,80,49.26954,-123.10685,1,1,30,3,105,100,2
100,98,49.24245,-123.17768,2,2,1,8,90,100,2
100,98,49.24112,-123.17936,1,2,1,2,95,80,1
100,90,49.2577,-123.07283,3,4,7,5,101,100,2
100,100,49.28233,-123.12449,1,2,30,5,105,100,1
93,95,49.27398,-123.11627,2,2,2,3,118,80,1
NA,100,49.22335,-123.12824,2,2,30,3,98,100,1
100,99,49.28025,-123.11069,1,2,2,3,89,98,17
40,79,49.27396,-123.12494,1,2,5,4,90,50,2
100,100,49.26423,-123.06698,1,1,2,2,89,100,11
100,100,49.27629,-123.12549,1,1,2,2,114,97,6
100,100,49.25089,-123.07965,2,3,2,5,107,100,4
97,87,49.27344,-123.13161,1,1,30,2,110,100,1
97,87,49.27528,-123.13203,1,0,30,2,110,100,1
100,100,49.25612,-123.1197,1,2,2,3,110,96,5
100,100,49.23803,-123.03086,1,1,30,2,85,80,1
100,100,49.27966,-123.10847,2,2,3,4,116,95,8
100,91,49.25601,-123.11343,1,1,9,2,86,100,2
100,100,49.27984,-123.10747,2,3,1,4,114,95,27
100,89,49.27827,-123.07244,1,1,1,2,97,100,4
100,100,49.25623,-123.02777,3,3,1,5,111,96,5
100,100,49.24542,-123.10349,1,1,1,2,99,100,9
100,100,49.26073,-123.21111,2,2,1,4,90,85,4
91,80,49.28406,-123.12878,1,1,30,2,108,40,1
100,100,49.28004,-123.10825,1,3,1,4,119,100,3
90,80,49.21986,-123.08982,1,2,2,4,99,90,2
100,96,49.24084,-123.11888,1,2,2,3,117,93,3
100,100,49.25301,-123.05765,2,3,1,6,100,93,3
100,100,49.23158,-123.08073,1,1,1,2,99,100,1
100,100,49.28002,-123.12,1,2,2,4,110,93,3
94,100,49.28421,-123.13377,1,2,5,3,115,100,1
100,100,49.25156,-123.1137,1,1,1,4,100,100,4
100,94,49.27857,-123.12364,1,1,1,3,90,100,5
100,100,49.2752,-123.09992,1,1,2,4,89,100,6
100,100,49.28189,-123.10874,1,2,2,2,117,100,2
93,87,49.28872,-123.12046,2,2,90,5,150,93,16
100,78,49.25622,-123.06607,1,1,30,2,145,98,88
100,NA,49.24922,-123.08139,1,2,3,4,140,95,33
NA,NA,49.25277,-123.03774,4,5,4,8,130,100,5
100,67,49.26018,-123.13477,1,1,30,2,128,94,37
NA,NA,49.21264,-123.13258,1,2,30,2,150,93,24
100,100,49.28086,-123.12375,1,2,30,4,159,95,35
100,73,49.27743,-123.11869,2,2,30,4,132,94,76
100,100,49.28036,-123.1234,1,2,30,3,159,95,29
100,100,49.27591,-123.12359,1,1,30,3,121,94,14
100,0,49.26758,-123.06016,2,2,3,3,125,93,103
100,100,49.25757,-123.18966,3,3,4,6,150,97,153
100,100,49.2719,-123.15043,2,2,3,4,135,92,201
NA,82,49.28244,-123.12293,1,1,180,2,168,95,71
100,100,49.28062,-123.11815,1,3,31,4,124,98,157
100,78,49.28104,-123.13621,1,1,30,2,135,95,76
50,67,49.284,-123.11571000000001,1,1,30,3,141,85,4
NA,100,49.26069,-123.18303,1,2,31,2,150,98,11
100,100,49.25996,-123.16653,2,2,2,4,125,97,78
NA,100,49.27317,-123.11961,1,3,30,4,125,100,3
100,0,49.24803,-123.18517,1,1,3,2,130,99,193
NA,NA,49.27828,-123.12671,1,1,180,2,180,100,1
100,100,49.26731,-123.06909,2,2,3,4,149,97,193
100,88,49.28478,-123.1192,1,2,2,4,120,97,432
NA,NA,49.253,-123.0657,1,1,3,4,125,97,61
100,75,49.24778,-123.09867,2,2,2,4,140,98,260
90,81,49.27866,-123.08627,1,1,2,2,125,98,242
100,89,49.28474,-123.10712,1,0,180,2,139,95,100
NA,NA,49.27336,-123.12771,1,1,30,3,125,100,1
100,100,49.26263,-123.11627,1,1,120,2,120,100,3
50,0,49.28519,-123.09872,1,1,30,2,160,97,53
100,100,49.2753,-123.14721,2,2,30,4,175,99,240
NA,NA,49.25972,-123.14269,2,2,7,4,175,99,14
NA,NA,49.23748,-123.08735,1,2,30,3,125,99,180
100,NA,49.27293,-123.12547000000001,2,3,90,4,132,99,3
100,97,49.25819,-123.19988,1,1,3,2,129,98,178
100,100,49.26229,-123.20888,2,0,6,4,150,96,84
90,93,49.26731,-123.09774,1,1,3,2,149,96,78
NA,NA,49.2782,-123.10575,1,1,2,2,142,98,106
NA,89,49.28365,-123.10431,1,1,3,2,142,96,109
100,100,49.26469,-123.14817,1,0,2,4,149,91,53
NA,NA,49.26268,-123.14881,1,2,7,2,180,88,32
100,100,49.2493,-123.10796,3,4,3,6,131,95,72
NA,NA,49.25926,-123.18271,2,3,30,4,175,92,13
93,87,49.27949,-123.10711,2,2,30,5,148,89,16
100,100,49.27585,-123.06803,1,0,3,2,137,98,76
NA,NA,49.24598,-123.09127,1,2,14,2,180,95,13
100,95,49.28109,-123.10671,1,2,30,3,168,98,257
100,63,49.2669,-123.16656,2,2,3,4,140,97,341
NA,NA,49.25595,-123.07807,4,3,5,5,156,97,38
100,100,49.27351,-123.15035,1,1,2,2,160,98,18
100,89,49.26137,-123.16982,2,2,30,4,140,97,101
100,100,49.26424,-123.20055,2,4,1,6,156,95,170
100,100,49.27508,-123.12388,1,1,90,2,135,98,12
100,86,49.28045,-123.12457,1,1,30,2,155,96,18
100,80,49.27763,-123.12007,1,1,30,2,130,100,8
100,100,49.25853,-123.08005,3,3,10,4,130,92,10
100,100,49.24243,-123.04059,3,3,2,6,169,94,220
95,99,49.27105,-123.18246,2,2,30,4,120,95,79
NA,NA,49.24429,-123.0884,2,2,30,4,180,100,22
100,91,49.26914,-123.05684,1,1,1,2,149,96,296
100,100,49.28722,-123.12588,1,1,360,2,139,99,28
90,100,49.27152,-123.06947,1,2,30,4,125,96,72
NA,NA,49.27851,-123.09941,1,2,4,3,125,97,39
NA,100,49.28698,-123.13246,1,2,30,7,149,96,60
100,0,49.28941,-123.12908,1,1,30,2,126,98,21
100,100,49.27675,-123.06537,2,2,2,5,135,99,283
NA,67,49.25076,-123.10873,2,1,30,2,125,98,71
NA,NA,49.2716,-123.06175,1,1,5,3,125,96,5
0,0,49.27942,-123.13355,1,1,30,2,144,99,172
100,86,49.26049,-123.17747,1,1,2,3,145,99,245
NA,NA,49.26484,-123.09867,1,1,30,2,179,95,41
NA,NA,49.24631,-123.08651,1,1,30,2,120,100,12
100,100,49.28122,-123.02748,1,1,2,2,120,97,86
95,85,49.27832,-123.12194,1,2,1,4,151,87,303
100,100,49.28426,-123.02832,1,2,2,3,169,99,69
NA,NA,49.27667,-123.12752,1,1,30,3,150,100,2
100,NA,49.27862,-123.09962,1,3,30,4,130,98,25
100,100,49.27483,-123.11601,2,2,30,4,135,99,22
NA,NA,49.28091,-123.11861,1,1,60,3,180,96,61
NA,NA,49.26464,-123.0651,2,2,4,4,125,96,5
100,91,49.25904,-123.12737,1,1,3,4,120,99,53
100,85,49.22846,-123.09686,2,3,6,5,120,98,96
100,75,49.27098,-123.16064,1,0,30,2,132,80,19
NA,0,49.26346,-123.0526,1,1,2,3,145,98,59
NA,NA,49.280029999999996,-123.06204,2,3,3,6,120,94,39
100,95,49.27874,-123.12306,1,2,1,4,142,98,164
100,100,49.28377,-123.1061,1,1,90,2,178,100,21
100,100,49.21055,-123.14073,2,2,30,6,120,91,60
100,100,49.20925,-123.14259,2,2,30,6,120,92,56
100,98,49.27036,-123.06444,1,2,3,6,129,99,79
NA,NA,49.27912,-123.10065,1,1,32,4,135,100,41
100,69,49.25955,-123.15479,2,2,4,4,150,97,43
NA,NA,49.2691,-123.10345,1,2,365,4,150,99,32
90,100,49.27272,-123.06948,2,4,5,4,150,96,84
100,0,49.26336,-123.1878,2,2,3,4,125,95,73
100,91,49.2477,-123.11188,2,2,4,5,145,98,99
NA,NA,49.27864,-123.11727,1,3,2,4,177,97,15
NA,NA,49.27928,-123.1249,1,1,3,2,135,98,104
100,100,49.28048,-123.10937,1,2,1,2,169,97,72
10,0,49.26469,-123.10397,2,2,30,6,151,97,14
NA,NA,49.27046,-123.1572,2,2,21,4,161,98,49
100,75,49.27235,-123.16137,1,1,30,2,129,96,48
NA,NA,49.28295,-123.10105,1,1,30,3,150,97,16
100,NA,49.25291,-123.08406,6,8,3,13,NA,98,49
90,71,49.26448,-123.12735,2,3,2,4,170,97,83
100,90,49.24926,-123.06812,1,1,1,2,125,97,7
100,83,49.28528,-123.11284,1,1,30,3,139,100,3
NA,NA,49.26367,-123.15108,1,1,180,2,120,94,11
100,94,49.25394,-123.10394,1,2,1,4,129,97,252
100,63,49.2847,-123.13973,1,1,30,4,159,90,72
100,97,49.28213,-123.10826,1,1,90,2,150,100,1
NA,NA,49.27488,-123.11524,2,2,30,4,125,100,4
100,85,49.27754,-123.12414,1,1,30,2,120,99,20
100,100,49.26493,-123.06927,1,2,3,4,177,97,226
NA,NA,49.26952,-123.06592,1,1,2,2,150,95,90
100,100,49.22964,-123.17569,2,2,1,4,139,90,2
100,91,49.27995,-123.10903,1,1,2,4,132,98,369
100,92,49.27941,-123.11725,1,2,1,4,150,94,61
100,100,49.27971,-123.11618,1,1,30,2,135,98,9
100,96,49.28041,-123.12494,3,3,30,4,163,98,13
100,100,49.27823,-123.13062,2,2,31,2,168,98,64
NA,NA,49.24141,-123.03011,2,3,2,6,136,95,104
100,65,49.2814,-123.12431,1,1,30,2,120,100,21
100,100,49.26049,-123.07481,3,3,90,6,120,100,1
100,100,49.26694,-123.06672,2,2,5,4,175,97,153
NA,67,49.27683,-123.11942,1,1,90,2,120,100,5
100,100,49.28043,-123.10105,1,1,3,2,165,98,98
100,100,49.27904,-123.09246,1,1,7,2,142,99,199
NA,NA,49.22624,-123.1027,2,2,2,4,169,100,74
NA,NA,49.27539,-123.10009,1,1,4,3,150,99,39
90,81,49.27729,-123.08774,1,1,30,2,125,99,76
NA,NA,49.27671,-123.09865,2,2,2,4,129,97,111
NA,NA,49.23942,-123.07083,2,2,4,4,125,98,15
100,100,49.25423,-123.08951,2,2,10,4,143,97,193
NA,100,49.24911,-123.07706,2,3,3,4,120,96,205
NA,NA,49.28226,-123.1192,1,1,30,2,180,97,12
91,96,49.22325,-123.12948,2,2,3,4,165,98,127
100,71,49.27775,-123.12325,1,1,3,2,170,99,61
100,86,49.25113,-123.11466,2,2,30,4,133,97,7
90,81,49.27926,-123.08715,1,1,30,2,125,99,97
100,85,49.27629,-123.12508,1,5,30,2,130,100,13
89,91,49.2543,-123.19622,2,2,14,5,146,96,51
100,90,49.2849,-123.11725,1,1,1,2,141,95,46
100,100,49.28876,-123.12354,1,1,3,2,173,99,160
NA,NA,49.28056,-123.12523,1,1,31,2,120,99,16
100,100,49.27525,-123.14821,4,5,2,12,NA,98,40
100,100,49.27071,-123.06432,2,3,1,4,125,99,265
NA,NA,49.27814,-123.09953,1,1,31,2,120,99,49
NA,100,49.25552,-123.11495,2,3,30,4,150,100,2
