host_response_rate,host_acceptance_rate,latitude,longitude,bedrooms,beds,minimum_nights,accommodates,price,review_scores_rating,number_of_reviews
94,99,49.26569,-123.21106,1,0,1,1,26,75,4
94,99,49.26788,-123.21137,1,0,1,1,27,73,3
94,99,49.26755,-123.2127,1,0,1,1,35,20,1
94,99,49.26744,-123.21134,1,0,1,1,26,78,9
100,100,49.24029,-123.09964,1,1,30,1,34,100,4
NA,NA,49.21214,-123.08285,1,0,1,4,40,100,5
100,90,49.26254,-123.07044,1,1,30,1,32,100,2
NA,0,49.26408,-123.15527,2,2,1,4,54,99,34
100,100,49.25003,-123.07296,1,1,3,2,65,98,25
NA,NA,49.22796,-123.12585,1,1,2,2,79,100,2
100,86,49.24827,-123.11387,1,1,30,1,28,100,3
100,100,49.24851,-123.07014,1,1,2,2,84,98,64
NA,NA,49.25877,-123.09008,1,1,2,2,39,100,21
100,100,49.25009,-123.06371,1,1,2,2,77,95,35
100,100,49.258,-123.1234,1,1,1,2,75,93,3
100,100,49.24424,-123.03778,1,1,15,2,50,95,4
100,100,49.24027,-123.10175,1,1,30,1,33,100,5
100,100,49.23838,-123.1017,1,1,30,1,40,100,1
100,97,49.22158,-123.05063,2,2,2,4,65,96,43
100,100,49.23147,-123.02942,1,2,2,3,48,90,9
NA,25,49.27968,-123.10883,1,1,1,2,68,100,2
90,50,49.27701,-123.12139,1,1,30,1,75,100,3
NA,NA,49.29094,-123.13579,1,1,2,1,65,100,4
50,100,49.26718,-123.13487,1,0,2,1,70,100,5
100,97,49.27905,-123.05809000000001,2,2,1,4,79,92,31
100,59,49.25309,-123.08637,1,1,30,2,69,100,1
NA,NA,49.26781,-123.16987,1,2,2,2,80,60,2
100,88,49.25172,-123.08561,1,1,2,2,43,98,34
100,100,49.23756,-123.09926,1,1,3,2,65,94,13
100,100,49.23644,-123.18317,1,1,1,2,70,98,8
98,98,49.28018,-123.12492,1,1,1,3,74,89,39
100,100,49.27087,-123.16124,1,1,30,2,73,100,2
98,99,49.28864,-123.11659,1,2,30,2,47,100,1
100,84,49.23367,-123.03387,1,2,3,2,32,97,12
NA,NA,49.26848,-123.06077,2,4,2,4,35,100,4
NA,NA,49.27357,-123.12636,1,1,1,1,55,100,10
NA,NA,49.25263,-123.16957,3,4,1,6,80,60,5
100,96,49.23342,-123.16456,2,2,1,4,77,100,15
NA,NA,49.22061,-123.05217,2,2,1,4,50,100,6
90,50,49.27641,-123.12148,1,1,30,1,28,70,2
100,NA,49.26656,-123.16922,1,1,30,2,65,100,2
90,100,49.22442,-123.09227,1,1,13,2,60,88,10
90,100,49.22434,-123.09186,1,1,30,2,45,97,6
100,75,49.21657,-123.14049,1,1,2,2,58,100,1
100,93,49.28044,-123.10815,1,1,12,2,75,100,9
100,100,49.21256,-123.11908,1,1,1,1,35,100,6
84,55,49.2451,-123.08919,2,2,1,4,70,97,20
99,100,49.21494,-123.14394,1,1,1,2,39,84,15
NA,NA,49.21296,-123.12316,2,2,2,4,80,100,1
97,53,49.28095,-123.12578,1,1,30,2,70,100,4
NA,NA,49.26587,-123.14718,1,1,2,2,65,100,4
100,91,49.22769,-123.09166,1,1,2,2,72,96,17
100,97,49.25536,-123.18389,1,1,1,2,55,89,18
100,97,49.256100000000004,-123.18894,1,1,1,2,55,100,6
100,97,49.25609,-123.18397,1,1,1,1,42,91,14
100,97,49.25466,-123.18616,1,1,1,1,45,99,21
100,100,49.24554,-123.09304,2,3,1,5,75,97,55
100,95,49.28047,-123.10863,1,1,8,2,71,96,16
100,100,49.25468,-123.11859,1,1,2,4,79,100,8
100,97,49.25527,-123.18372,1,1,1,1,55,100,5
NA,NA,49.2593,-123.07432,1,1,30,1,29,100,2
NA,NA,49.2615,-123.07347,1,1,30,1,29,87,3
100,67,49.28093,-123.09933,1,1,45,2,62,100,1
100,100,49.23737,-123.13276,1,1,30,1,31,100,1
NA,100,49.25684,-123.11211,1,1,30,2,76,100,1
NA,67,49.23585,-123.03619,1,1,3,1,40,100,1
0,100,49.27878,-123.12366,1,1,30,4,59,100,1
96,98,49.28985,-123.04998,1,1,1,2,47,94,16
100,97,49.25663,-123.18622,1,1,1,2,55,88,17
100,92,49.25372,-123.11815,1,1,30,1,34,100,1
100,100,49.27915,-123.02589,2,2,1,5,50,100,7
100,95,49.25238,-123.0259,2,3,1,7,74,99,28
100,100,49.28101,-123.10539,1,1,30,3,80,100,1
100,100,49.26894,-123.15817,1,1,30,1,40,90,2
100,92,49.28239,-123.10311,1,1,30,4,80,100,2
NA,100,49.2829,-123.10283,1,1,30,2,74,100,1
100,99,49.2782,-123.12434,1,1,1,2,67,89,11
100,99,49.27856,-123.12421,1,1,1,1,38,96,17
100,90,49.26122,-123.07269,1,1,30,1,24,80,3
NA,83,49.22467,-123.12011,1,1,30,1,32,100,2
NA,83,49.22587,-123.12018,1,1,30,2,43,100,1
100,97,49.25248,-123.07473,2,2,2,4,74,87,26
100,97,49.25081,-123.07603,1,2,2,2,69,93,36
100,96,49.20482,-123.02891,1,1,30,2,80,100,15
99,100,49.22371,-123.11988,1,1,1,1,34,82,21
99,100,49.22157,-123.11945,1,1,1,1,38,75,12
100,100,49.22166,-123.11974,1,1,1,1,41,87,3
100,99,49.24902,-123.16086,1,1,1,2,52,82,9
100,99,49.24919,-123.16089,1,1,1,2,39,74,20
100,99,49.24898,-123.16071,1,1,1,2,42,78,8
100,99,49.24752,-123.16257,1,1,1,2,34,74,13
100,99,49.24754,-123.16058,1,1,1,2,34,76,5
100,99,49.25138,-123.15709,1,1,1,1,38,75,17
100,99,49.24925,-123.16046,1,1,1,2,38,75,12
100,99,49.21549,-123.14257,1,1,1,1,36,89,11
99,99,49.22337,-123.12742,1,1,1,2,40,98,11
NA,100,49.26079,-123.1346,1,1,1,2,63,100,7
95,100,49.23548,-123.14041,1,2,1,5,79,96,9
100,70,49.23397,-123.03716,1,0,30,1,25,100,1
100,89,49.24412,-123.13165,1,2,1,2,48,97,23
50,86,49.2767,-123.02369,1,0,2,1,45,80,1
96,100,49.25874,-123.11104,1,2,30,2,42,80,4
NA,75,49.22118,-123.05514,1,1,2,2,75,100,1
79,98,49.27666,-123.12818,1,1,2,1,40,93,26
96,100,49.26025,-123.11151,1,1,30,1,25,93,3
100,88,49.26047,-123.07837,1,1,30,2,31,20,1
99,99,49.22613,-123.12858,1,2,1,4,55,92,5
100,91,49.25825,-123.07885,1,1,30,2,28,80,3
100,91,49.25984,-123.08007,1,1,30,2,26,80,1
100,91,49.25282,-123.09166,1,1,30,2,30,60,1
90,100,49.21959,-123.09827,1,1,2,4,70,89,7
100,91,49.25822,-123.07895,1,1,30,2,27,100,1
100,100,49.27354,-123.07188,1,2,30,2,80,100,2
100,88,49.25486,-123.08989,1,1,5,2,37,100,2
100,100,49.25525,-123.1676,1,1,1,2,79,100,13
100,82,49.25184,-123.04145,1,1,3,2,55,100,2
100,100,49.28304,-123.09635,1,1,1,2,79,90,4
100,88,49.25479,-123.09146,1,1,10,2,36,84,5
NA,96,49.26494,-123.16104,1,1,3,2,65,100,1
96,100,49.25889,-123.11327,1,1,30,2,42,80,1
100,100,49.24785,-123.02555,1,1,2,2,80,100,5
99,100,49.22124,-123.11926,1,1,1,2,35,73,11
100,88,49.26007,-123.08008,1,0,30,2,27,80,2
100,91,49.2535,-123.08985,1,1,30,2,30,100,1
100,88,49.25375,-123.09178,1,1,30,2,31,60,1
100,93,49.2271,-123.08592,1,1,3,2,68,100,12
90,100,49.24424,-123.08631,1,2,3,2,68,100,4
95,90,49.24574,-123.0609,1,1,30,1,40,100,2
100,75,49.26973,-123.16303,1,1,30,2,76,100,1
99,93,49.23072,-123.07884,1,1,30,2,59,93,3
100,17,49.28375,-123.13248,2,2,1,2,65,100,1
100,88,49.25303,-123.08994,1,2,30,3,46,80,1
86,78,49.24659,-123.06762,1,1,2,1,55,100,2
100,98,49.23026,-123.07289,2,2,1,4,69,100,3
100,98,49.22864,-123.07470000000001,1,1,1,2,54,91,7
100,98,49.2294,-123.07506,1,1,1,2,38,89,11
100,98,49.22859,-123.07425,1,1,1,2,43,90,6
100,98,49.22865,-123.07485,1,1,1,2,38,94,10
100,100,49.28249,-123.10331,1,1,30,2,70,80,1
100,40,49.2073,-123.13857,2,1,3,1,80,100,1
100,82,49.26641,-123.09584,1,2,2,4,80,100,3
100,91,49.28785,-123.05157,2,2,2,4,80,88,5
100,100,49.22012,-123.05567,1,1,1,1,40,100,1
100,82,49.21835,-123.09623,1,1,2,4,50,97,6
100,100,49.25775,-123.09238,2,2,30,4,80,100,1
100,100,49.24297,-123.0386,1,1,15,2,60,80,1
100,46,49.23705,-123.03729,1,2,3,2,50,100,1
100,46,49.23765,-123.0388,1,0,3,2,50,100,2
100,80,49.2742,-123.05065,2,3,30,6,70,100,1
100,98,49.24314,-123.17905,1,0,1,2,75,100,2
100,100,49.22139,-123.03756,1,1,3,2,69,100,1
100,95,49.24077,-123.07489,2,2,1,3,62,100,8
90,100,49.22304,-123.09366,1,0,30,2,45,100,1
97,100,49.23357,-123.07877,1,2,1,2,82,100,3
80,95,49.274,-123.12274,1,0,30,2,50,60,1
100,100,49.24429,-123.09282,2,2,3,2,80,100,1
100,100,49.28464,-123.06194,2,2,1,6,74,100,5
100,100,49.23139,-123.07863,1,1,1,4,79,80,2
100,100,49.27532,-123.05847,1,1,1,2,56,100,5
70,100,49.27734,-123.12945,1,1,10,3,59,20,1
100,93,49.28048,-123.1265,1,2,3,3,55,100,1
100,60,49.2771,-123.06348,1,1,2,2,75,100,1
100,100,49.22866,-123.03668,1,2,7,2,58,80,2
100,100,49.21298,-123.11574,1,1,1,2,75,90,2
100,57,49.28201,-123.12669,1,1,30,2,85,93,430
0,NA,49.26339,-123.07145,3,4,30,6,100,80,3
NA,NA,49.26132,-123.10845,1,1,3,2,94,92,194
100,100,49.23442,-123.05307,1,1,28,2,90,95,214
100,100,49.2792,-123.105,1,2,30,3,100,87,80
100,92,49.24677,-123.1048,1,2,4,4,110,99,52
100,100,49.2452,-123.16544,1,2,2,3,100,96,641
NA,100,49.27936,-123.12443,1,1,30,2,110,98,267
100,100,49.24615,-123.09462,1,0,2,3,85,94,496
100,71,49.26382,-123.10484,1,2,6,2,95,96,115
100,0,49.27857,-123.0899,1,2,30,2,90,96,116
50,67,49.27955,-123.11857,1,2,30,4,102,91,10
60,NA,49.29103,-123.05782,2,0,31,3,100,100,1
0,100,49.27839,-123.12852,1,2,120,4,99,96,52
0,NA,49.26328,-123.07086,3,3,30,7,100,80,6
100,NA,49.22834,-123.03047,1,1,30,2,85,93,44
100,NA,49.23034,-123.02971,1,1,30,2,85,87,35
100,50,49.27945,-123.10875,1,1,3,2,97,96,157
62,73,49.27213,-123.0698,1,1,3,3,100,90,148
93,36,49.28837,-123.12766,2,2,30,4,88,92,12
100,100,49.27241,-123.06332,1,1,2,2,95,96,56
NA,0,49.27925,-123.08814,2,2,3,4,105,95,261
88,96,49.284,-123.11432,1,1,30,2,97,95,111
100,86,49.27932,-123.12911,1,1,3,2,106,98,104
100,100,49.26026,-123.20135,1,2,1,3,94,95,69
100,100,49.23968,-123.16762,1,2,31,3,104,98,86
100,93,49.25259,-123.09292,2,2,1,4,88,93,239
NA,NA,49.25349,-123.07603,1,1,3,2,100,98,101
93,36,49.28216,-123.12438,1,1,30,2,85,93,3
NA,NA,49.26861,-123.06666,1,1,31,2,97,93,11
100,100,49.27774,-123.06582,1,2,2,2,95,95,207
100,83,49.27022,-123.06067,3,3,30,4,116,97,7
100,100,49.26278,-123.16448,2,4,2,4,110,92,258
NA,100,49.26715,-123.15325,1,1,2,2,99,93,6
100,100,49.28005,-123.11659,1,2,30,3,110,98,128
88,96,49.27393,-123.11599,1,2,30,4,110,90,90
100,70,49.2655,-123.0969,1,1,30,2,112,94,33
100,0,49.2773,-123.12294,2,2,180,3,115,99,142
100,100,49.26992,-123.18596,2,3,28,4,85,99,51
100,85,49.239,-123.08606,2,3,30,5,90,93,124
100,100,49.25222,-123.1186,1,2,2,2,112,98,533
NA,NA,49.28545,-123.06435,1,1,6,3,113,97,22
88,96,49.27795,-123.11734,1,1,30,2,104,93,94
93,36,49.28814,-123.12629,1,1,30,2,88,100,2
NA,NA,49.26682,-123.15312,2,2,4,3,119,100,1
100,NA,49.27622,-123.12585,1,0,30,2,110,100,1
93,87,49.28363,-123.11777,1,1,90,4,97,90,12
93,36,49.27511,-123.12679,1,1,31,2,98,100,5
100,100,49.2498,-123.10378,1,1,30,2,100,97,42
93,87,49.27642,-123.12746,2,2,90,5,115,100,4
100,100,49.28374,-123.12267,1,0,30,2,95,93,92
100,100,49.25782,-123.20131,1,1,2,3,102,94,62
100,99,49.27198,-123.0681,1,1,1,2,90,98,506
93,36,49.28709,-123.12764,3,4,32,5,119,100,4
100,100,49.27166,-123.06616,1,2,3,4,110,94,224
NA,NA,49.27412,-123.07405,1,1,3,2,117,99,97
NA,NA,49.28169,-123.11802,1,2,30,2,98,98,214
100,83,49.25972,-123.08497,1,2,30,4,90,98,101
90,100,49.27288,-123.06959,1,1,5,5,115,95,80
100,NA,49.22826,-123.03193,1,1,30,2,85,91,23
93,87,49.27294,-123.12493,2,3,30,5,108,94,9
100,50,49.25797,-123.10577,1,1,7,2,95,98,196
93,87,49.27762,-123.08519,3,3,30,6,108,80,4
100,33,49.2346,-123.02652,1,1,35,2,100,100,14
100,75,49.28901,-123.12785,1,1,90,2,85,97,14
100,100,49.26688,-123.15873,1,2,2,3,113,96,174
100,100,49.24731,-123.08777,1,1,1,2,99,98,621
100,63,49.28669,-123.06221,1,2,5,4,100,94,396
NA,0,49.27674,-123.05264,1,1,5,2,115,95,71
NA,NA,49.29241,-123.13471,1,1,30,2,105,95,4
NA,100,49.26644,-123.08922,1,1,30,2,115,96,43
100,100,49.27853,-123.09265,2,2,2,3,113,98,230
NA,100,49.27954,-123.0919,1,1,2,2,99,98,101
NA,NA,49.2439,-123.08738,2,2,1,4,115,97,133
100,94,49.25962,-123.16809,1,1,2,2,113,98,121
NA,NA,49.27042,-123.06965,1,1,2,2,87,99,159
0,0,49.24679,-123.08347,2,2,31,5,105,99,59
NA,NA,49.29277,-123.13785,1,1,2,2,115,99,18
NA,80,49.26047,-123.08027,1,2,1,4,89,97,172
100,83,49.21285,-123.11361,2,3,31,6,100,96,99
NA,NA,49.26339,-123.08925,1,0,90,2,110,95,19
NA,NA,49.27028,-123.0659,1,2,30,4,100,97,67
100,67,49.26132,-123.08084,1,1,14,3,110,95,77
NA,0,49.2785,-123.10929,1,1,31,2,110,99,25
90,77,49.27895,-123.12466,2,3,3,4,97,89,65
NA,NA,49.26111,-123.07595,1,1,2,1,99,99,34
100,95,49.25945,-123.09143,2,2,2,4,105,96,213
100,100,49.25568,-123.11845,1,1,30,1,85,100,1
100,NA,49.28,-123.03955,1,1,1,2,93,99,80
NA,NA,49.21915,-123.10273,3,3,30,5,105,99,22
NA,100,49.28389,-123.0991,1,1,30,2,110,99,119
100,100,49.25614,-123.11331,2,2,30,4,109,99,62
100,100,49.27269,-123.15382,1,2,30,4,95,89,29
100,100,49.27541,-123.04736,1,1,30,2,95,99,28
100,100,49.25291,-123.11915,2,2,1,4,87,94,163
100,100,49.20777,-123.14613,1,2,5,4,85,97,56
100,100,49.25315,-123.17653,2,3,30,6,88,95,163
100,99,49.27812,-123.10039,1,2,2,4,102,92,285
100,100,49.2347,-123.09793,1,1,30,2,101,99,36
100,90,49.22857,-123.15773,1,1,2,3,95,96,183
NA,100,49.26107,-123.11587,1,2,90,4,90,97,33
NA,100,49.22699,-123.09834,1,1,7,2,95,94,14
100,100,49.27017,-123.20673,1,1,3,2,88,99,133
100,100,49.2449,-123.07457,2,2,2,4,90,96,121
NA,NA,49.22312,-123.0865,1,1,2,2,95,96,112
100,100,49.28252,-123.12331,1,1,30,2,105,100,24
NA,NA,49.26945,-123.15291,1,1,1,2,99,97,13
100,65,49.28043,-123.12521,1,1,30,2,119,99,42
NA,NA,49.21658,-123.10693,2,2,2,4,101,85,53
93,87,49.27538,-123.1273,1,1,30,4,88,90,4
NA,NA,49.28173,-123.10797,1,3,2,4,119,97,61
NA,NA,49.23124,-123.09689,1,1,1,4,99,98,112
100,89,49.24975,-123.10195,2,3,4,6,102,97,75
100,43,49.26616,-123.18065,1,1,1,1,97,98,74
100,75,49.27669,-123.05378,2,1,1,2,89,94,13
100,100,49.27765,-123.13088,1,1,30,2,119,92,54
100,100,49.25612,-123.1053,1,1,4,4,111,92,135
100,67,49.27023,-123.18422,1,1,6,2,97,92,40
100,97,49.27866,-123.07252,2,2,29,3,115,96,52
NA,100,49.25898,-123.11866,1,1,90,2,90,98,25
100,75,49.21343,-123.11357,1,2,30,4,90,98,44
100,71,49.23372,-123.07703,1,2,1,6,119,89,85
NA,NA,49.28054,-123.06184,1,1,2,2,95,98,73
100,97,49.25442,-123.12548,1,1,5,2,85,96,74
90,97,49.2697,-123.10152,1,1,30,2,115,98,63
100,100,49.25698,-123.08035,1,1,2,4,99,97,176
NA,NA,49.24743,-123.09525,1,1,31,2,85,99,28
NA,NA,49.26794,-123.14974,1,1,30,2,100,94,18
100,84,49.28091,-123.12069,1,1,30,2,100,93,3
100,100,49.26083,-123.16808,1,2,30,4,118,92,33
100,0,49.26605,-123.15106,1,2,30,3,100,92,45
NA,NA,49.25938,-123.10424,1,1,2,2,89,96,35
100,96,49.26774,-123.17773,1,1,5,2,88,98,92
100,83,49.25377,-123.04513,1,1,2,3,119,94,39
100,100,49.27947,-123.11835,1,1,30,2,108,96,22
100,97,49.28009,-123.12695,1,1,1,2,107,89,95
100,100,49.28012,-123.11419,3,6,30,9,NA,92,7
100,100,49.28161,-123.10181,1,1,1,2,85,95,13
100,97,49.26716,-123.0918,1,1,2,3,105,89,130
100,93,49.28638,-123.02704,1,1,3,4,95,97,109
50,82,49.28187,-123.12677,1,1,1,4,94,82,50
100,100,49.26011,-123.16452,1,1,30,2,86,92,90
100,74,49.25824,-123.10429,1,1,4,3,85,97,82
NA,NA,49.28168,-123.06178,1,1,2,2,110,100,13
NA,NA,49.2886,-123.13992,1,0,30,2,92,100,1
100,97,49.27857,-123.12299,1,1,3,4,115,96,329
NA,NA,49.28186,-123.10771,1,1,90,2,95,100,1
67,67,49.27821,-123.13297,1,1,7,2,85,97,158
100,85,49.25662,-123.12287,1,1,1,2,95,96,121
92,99,49.24467,-123.09792,1,2,1,4,86,96,223
NA,NA,49.27384,-123.02682,1,2,31,2,98,98,98
NA,NA,49.24978,-123.03967,3,3,1,10,100,93,156
100,95,49.23073,-123.0577,1,1,2,3,89,96,97
100,43,49.25905,-123.19141,1,1,30,2,95,98,19
100,100,49.25358,-123.08041,1,1,2,2,85,99,250
100,100,49.27716,-123.12927,2,2,30,6,116,97,18
100,98,49.25291,-123.08392,1,2,1,4,88,97,50
100,98,49.28087,-123.12549,1,1,1,2,99,94,254
100,67,49.27937,-123.10681,1,1,2,2,100,94,155
100,100,49.224,-123.076,2,2,2,3,100,96,28
NA,NA,49.27928,-123.08805,1,1,2,2,99,99,177
NA,NA,49.27951,-123.11818,1,1,31,3,100,98,45
100,93,49.29021,-123.05265,1,2,2,3,100,99,116
100,86,49.23522,-123.07804,2,3,30,6,112,100,26
100,100,49.23711,-123.07616,2,2,30,5,90,96,27
NA,NA,49.27626,-123.11505,1,2,365,3,100,100,4
NA,NA,49.26681,-123.09716,1,1,1,2,110,99,202
NA,NA,49.28709,-123.13615,1,1,2,2,90,96,27
100,89,49.2688,-123.05555,1,2,3,2,99,98,100
80,100,49.21417,-123.08368,2,2,2,4,94,96,346
93,87,49.27595,-123.12579,1,1,30,4,90,83,7
NA,100,49.27756,-123.12097,1,1,30,2,85,100,5
100,96,49.27713,-123.11994,1,2,30,4,100,94,14
100,92,49.26252,-123.18165,1,2,1,3,103,98,249
90,88,49.24952,-123.07457,1,2,2,2,89,94,97
100,100,49.24309,-123.07419,2,2,2,4,90,98,80
100,100,49.28556,-123.13326,1,1,30,2,89,100,5
100,95,49.23802,-123.16885,2,3,2,4,111,99,158
NA,NA,49.26238,-123.06402,1,1,30,2,98,98,48
NA,NA,49.27878,-123.10797,1,2,1,4,108,95,54
100,99,49.23911,-123.1482,1,2,30,3,100,98,30
100,0,49.23359,-123.09929,1,1,5,2,110,98,74
100,91,49.26847,-123.10601,1,2,30,2,99,99,26
100,100,49.27936,-123.12097,1,1,30,3,100,96,71
100,100,49.25836,-123.12625,1,2,30,3,108,100,42
100,31,49.26643,-123.04988,2,2,30,4,100,96,28
NA,NA,49.24532,-123.07588,1,2,2,4,103,93,59
100,100,49.25237,-123.09729,1,2,2,4,118,98,173
60,71,49.2555,-123.09562,2,2,31,3,100,95,22
100,100,49.27737,-123.13023,1,1,7,1,85,100,3
NA,NA,49.27766,-123.1096,1,1,1,2,85,97,75
NA,NA,49.28631,-123.12253,1,1,30,2,100,96,36
NA,NA,49.2664,-123.13748,1,1,1,3,94,88,33
100,100,49.27704,-123.12217,1,1,30,2,95,97,15
NA,NA,49.2801,-123.09948,1,1,3,2,113,95,56
NA,100,49.26848,-123.06897,1,1,2,2,118,96,91
100,100,49.2606,-123.06207,1,2,31,2,105,99,37
100,100,49.28783,-123.04268,3,3,2,5,99,98,215
NA,NA,49.27745,-123.12767,1,1,1,1,91,95,158
NA,NA,49.27729,-123.05511,2,3,3,6,100,94,24
NA,100,49.27765,-123.04208,2,2,2,6,100,94,107
NA,100,49.26084,-123.09042,3,3,4,7,99,99,14
100,91,49.25952,-123.07153,2,2,3,4,115,93,31
100,100,49.2681,-123.06925,1,1,3,2,89,87,6
100,100,49.24811,-123.0798,2,2,2,4,98,99,24
NA,NA,49.25098,-123.11711,2,4,2,5,86,100,6
100,100,49.26316,-123.04757,1,2,1,4,100,99,47
NA,NA,49.21444,-123.10697,1,1,2,2,98,99,21
NA,100,49.26463,-123.16143,1,1,2,2,100,100,7
NA,NA,49.28185,-123.10007,1,1,3,2,90,94,7
NA,NA,49.26571,-123.13241,1,1,1,1,96,95,23
100,0,49.26267,-123.08365,1,0,70,1,99,85,5
NA,NA,49.28264,-123.11427,1,1,1,2,100,92,37
100,100,49.25959,-123.18791,1,1,3,2,99,96,29
100,95,49.26777,-123.03869,1,2,1,4,89,96,119
100,NA,49.27788,-123.12107,1,1,60,2,92,100,1
NA,100,49.2271,-123.05468,1,1,2,2,98,94,32
100,100,49.28002,-123.11053,2,2,30,4,109,93,4
100,100,49.24788,-123.08138,1,1,1,2,100,94,87
83,60,49.28264,-123.11427,1,1,1,2,92,90,48
NA,NA,49.26431,-123.12104,1,1,5,2,95,95,8
100,89,49.28149,-123.09971,2,2,30,3,106,97,34
NA,NA,49.27713,-123.13408,1,1,2,2,89,95,18
100,91,49.28186,-123.10567,1,1,30,2,100,95,169
100,94,49.23138,-123.10445,1,1,2,2,99,100,147
100,100,49.2326,-123.08251,2,3,30,3,89,100,9
NA,100,49.287,-123.13204,1,1,3,2,100,96,81
100,100,49.28412,-123.12396,2,2,2,3,119,90,116
100,100,49.28124,-123.1093,2,2,2,6,109,97,224
100,95,49.2599,-123.18294,1,1,1,2,99,99,151
NA,NA,49.28731,-123.04954,1,2,2,3,100,90,3
100,NA,49.27833,-123.12059000000001,1,1,90,4,112,100,1
90,87,49.28034,-123.12509,1,3,3,4,108,93,180
90,98,49.27853,-123.10677,2,3,2,3,99,90,193
100,33,49.25501,-123.0714,2,2,2,4,95,100,11
100,98,49.27823,-123.08676,2,2,2,6,89,97,292
100,100,49.25537,-123.19077,3,2,1,2,108,20,1
100,65,49.28224,-123.12421,1,1,30,2,99,100,9
100,97,49.29075,-123.04071,2,2,2,4,113,99,21
NA,NA,49.26578,-123.09339,1,1,2,2,100,98,47
100,100,49.2531,-123.08731,2,2,4,4,94,98,74
NA,100,49.27265,-123.10265,1,1,2,2,99,99,113
NA,NA,49.26923,-123.16446,2,3,3,6,109,93,58
100,98,49.27899,-123.12323,1,1,3,4,109,95,233
90,100,49.27962,-123.12405,1,2,2,4,112,100,113
100,90,49.2316,-123.0628,4,4,2,8,113,95,100
NA,NA,49.2827,-123.13875,1,1,2,2,100,97,15
100,100,49.24639,-123.10578,1,2,30,4,90,100,3
92,87,49.28081,-123.12517,1,3,1,4,112,93,207
NA,NA,49.24178,-123.17688,2,2,1,4,95,93,51
100,98,49.28836,-123.12491,1,1,1,2,115,95,119
NA,NA,49.26179,-123.08255,1,1,30,1,100,100,1
NA,NA,49.22509,-123.03591,2,2,1,4,100,94,112
100,100,49.27024,-123.10181,1,2,30,4,119,96,42
0,20,49.2833,-123.10495,1,1,30,2,107,98,24
NA,NA,49.27536,-123.12655,1,1,1,2,101,87,111
NA,NA,49.22386,-123.11859,1,2,2,3,100,95,55
NA,NA,49.23802,-123.12828,1,2,1,4,95,87,75
100,81,49.25457,-123.11622,2,2,5,4,90,98,9
NA,100,49.25446,-123.11217,2,4,4,4,105,99,30
97,85,49.28327,-123.11642,1,1,30,4,95,96,6
100,91,49.24531,-123.09538,1,1,2,2,85,99,138
NA,NA,49.27993,-123.13258,1,1,2,3,103,87,23
100,71,49.26242,-123.17828,1,1,5,2,90,100,20
100,91,49.23098,-123.03564,2,2,2,6,89,94,71
100,83,49.27502,-123.12303,1,1,31,2,95,95,16
NA,91,49.24881,-123.04398,2,3,2,6,99,88,54
NA,NA,49.21422,-123.11421,1,1,3,2,99,98,8
0,NA,49.25661,-123.16531,1,1,1,2,108,97,7
NA,NA,49.27351,-123.1271,1,1,31,2,99,98,8
NA,NA,49.25236,-123.18453,1,1,2,2,85,93,19
NA,NA,49.28927,-123.13857,1,1,2,2,110,100,4
100,100,49.28078,-123.12474,1,1,30,2,100,100,9
NA,NA,49.20926,-123.14038,2,2,30,4,89,80,2
100,65,49.28408,-123.12304,1,1,30,2,110,100,13
NA,NA,49.27416,-123.06224,2,2,2,4,88,98,95
100,100,49.26811,-123.16668,1,2,3,4,115,98,90
100,91,49.20659,-123.11822,1,1,2,2,90,93,99
NA,50,49.28251,-123.11578,1,2,30,4,99,96,83
NA,NA,49.24863,-123.10164,2,3,3,4,99,98,8
100,NA,49.22958,-123.19967,2,3,30,4,100,93,3
NA,NA,49.25578,-123.16912,2,2,4,4,90,90,29
100,95,49.25798,-123.15148,1,1,3,2,95,98,92
NA,50,49.26724,-123.1364,1,1,3,2,98,99,72
100,100,49.28211,-123.12338,1,1,30,2,110,100,6
100,100,49.28495,-123.12346,1,1,2,3,108,96,77
NA,NA,49.22488,-123.12033,1,4,2,3,98,86,44
100,92,49.25852,-123.15032,1,1,3,2,95,98,118
NA,NA,49.2791,-123.09996,1,2,2,4,113,95,67
100,97,49.24124,-123.0276,2,3,1,4,95,98,50
33,NA,49.25084,-123.05912,1,2,30,2,90,100,2
100,NA,49.28008,-123.03772,1,2,1,2,93,98,13
100,94,49.26042,-123.11013,1,2,30,4,85,99,97
100,98,49.28415,-123.12243,1,1,2,2,113,95,129
NA,NA,49.25897,-123.13424,1,1,30,3,100,98,8
NA,NA,49.28619,-123.14039,1,1,2,3,90,97,26
NA,NA,49.2578,-123.10993,1,1,3,2,96,98,28
90,96,49.27912,-123.12323,1,3,1,4,118,93,143
NA,100,49.27788,-123.09358,1,2,2,3,115,95,47
NA,33,49.25937,-123.07393,1,1,2,2,85,98,80
NA,NA,49.217,-123.10268,2,2,2,3,99,95,4
NA,NA,49.27647,-123.12811,1,1,1,2,114,86,103
97,85,49.2749,-123.11328,1,1,30,3,90,100,2
NA,NA,49.25675,-123.07444,1,1,3,1,111,98,12
NA,NA,49.26458,-123.169,1,1,90,2,85,100,3
100,100,49.25887,-123.08148,1,1,1,2,103,99,68
NA,NA,49.25539,-123.07596,1,1,3,1,110,100,2
NA,33,49.25937,-123.07393,1,1,2,2,85,97,71
